FINESS;Raison sociale;Commune;Statut Juridique;Région
850009333;850009333 - DIALYSE ECHO LA ROCHE SUR YON;LA ROCHE SUR YON;Privé non lucratif;52 - Pays de la Loire
850009630;850009630 - CH FONTENAY SITE POLE SANTE SUD VENDEE;FONTENAY LE COMTE;Public;52 - Pays de la Loire
850009762;850009762 - DIALYSE ECHO LA TRANCHE;LA TRANCHE SUR MER;Privé non lucratif;52 - Pays de la Loire
850011271;850011271 - DIALYSE ECHO CHALLANS;CHALLANS;Privé non lucratif;52 - Pays de la Loire
850021049;850021049 - USLD LES MAISONNEES DE LUMIERE;LES SABLES D OLONNE;Public;52 - Pays de la Loire
850021866;850021866 - USLD CHS GEORGES MAZURELLE;LA ROCHE SUR YON;Public;52 - Pays de la Loire
850022013;850022013 - SSR HOPITAL NOIRMOUTIER;NOIRMOUTIER EN L ILE;Public;52 - Pays de la Loire
850022047;850022047 - DIALYSE ECHO ILE D'YEU;L'ILE D YEU;Privé non lucratif;52 - Pays de la Loire
850023151;850023151 - DIALYSE ECHO FONTENAY LE COMTE;FONTENAY LE COMTE;Privé non lucratif;52 - Pays de la Loire
850025156;850025156 - CENTRE DIALYSE ECHO OLONNES SUR MER;LES SABLES D OLONNE;Privé non lucratif;52 - Pays de la Loire
860000017;860000017 - CH HENRI LABORIT;POITIERS;Public;75 - Nouvelle-Aquitaine
860000025;860000025 - CHU DE POITIERS - SITE CHATELLERAULT;CHATELLERAULT;Public;75 - Nouvelle-Aquitaine
860000033;860000033 - CHU DE POITIERS - SITE DE LOUDUN;LOUDUN;Public;75 - Nouvelle-Aquitaine
860000058;860000058 - CHU DE POITIERS - SITE DE MONTMORILLON;MONTMORILLON;Public;75 - Nouvelle-Aquitaine
860000223;860000223 - CHU LA MILETRIE;POITIERS;Public;75 - Nouvelle-Aquitaine
860005768;860005768 - AURA POITOU-CH - CHATELLERAULT;CHATELLERAULT;Privé non lucratif;75 - Nouvelle-Aquitaine
860008929;860008929 - H.A.D. DE POITIERS;POITIERS;Privé lucratif;75 - Nouvelle-Aquitaine
860009208;860009208 - CENTRE DE READAPTATION DU MOULIN VERT;NIEUIL L ESPOIR;Privé lucratif;75 - Nouvelle-Aquitaine
860010321;860010321 - POLYCLINIQUE DE POITIERS;POITIERS;Privé lucratif;75 - Nouvelle-Aquitaine
860011014;860011014 - CHU DE POITIERS - SITE DE LUSIGNAN;LUSIGNAN;Public;75 - Nouvelle-Aquitaine
860011410;860011410 - CRF VISION-AUDITION SAINT BENOIT;SAINT BENOIT;Privé non lucratif;75 - Nouvelle-Aquitaine
860780311;860780311 - CLINIQUE DE CHATELLERAULT;CHATELLERAULT;Privé lucratif;75 - Nouvelle-Aquitaine
860780436;860780436 - SSR LA COLLINE ENSOLEILLEE;LA ROCHE POSAY;Privé non lucratif;75 - Nouvelle-Aquitaine
860780568;860780568 - CLINIQUE DU FIEF DE GRIMOIRE;POITIERS;Privé lucratif;75 - Nouvelle-Aquitaine
860782598;860782598 - AURA POITOU-CHARENTES - ST BENOIT;SAINT BENOIT;Privé non lucratif;75 - Nouvelle-Aquitaine
860790419;860790419 - CLINIQUE ST CHARLES - MAIS. DE CONVAL.;POITIERS;Privé lucratif;75 - Nouvelle-Aquitaine
860791268;860791268 - CLINIQUE L'OREGON;CIVRAY;Privé lucratif;75 - Nouvelle-Aquitaine
860793405;860793405 - ETS CONVALESC. P ALCOOLIQUES - PAYROUX;PAYROUX;Privé non lucratif;75 - Nouvelle-Aquitaine
870000064;870000064 - C H U DUPUYTREN LIMOGES;LIMOGES;Public;75 - Nouvelle-Aquitaine
870000080;870000080 - UNITE DE DIALYSE LIMOGES BUISSON;LIMOGES;Privé non lucratif;75 - Nouvelle-Aquitaine
870000098;870000098 - CENTRE HOSPITALIER SAINT JUNIEN;SAINT JUNIEN;Public;75 - Nouvelle-Aquitaine
870000171;870000171 - CENTRE LA CHENAIE;VERNEUIL SUR VIENNE;Privé non lucratif;75 - Nouvelle-Aquitaine
870000221;870000221 - CLINIQUE SAINT MAURICE;LA JONCHERE SAINT MAURICE;Privé lucratif;75 - Nouvelle-Aquitaine
870000270;870000270 - CTRE HOSPITALIER J BOUTARD ST YRIEIX;SAINT YRIEIX LA PERCHE;Public;75 - Nouvelle-Aquitaine
870000288;870000288 - CLINIQUE FRANCOIS CHENIEUX;LIMOGES;Privé lucratif;75 - Nouvelle-Aquitaine
870000411;870000411 - CLINIQUE EMAILLEURS-COLOMBIER LIMOGES;LIMOGES;Privé lucratif;75 - Nouvelle-Aquitaine
870000551;870000551 - HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;BELLAC;Public;75 - Nouvelle-Aquitaine
870000601;870000601 - HOPITAL DR RENE BARRIERE ST LEONARD;SAINT LEONARD DE NOBLAT;Public;75 - Nouvelle-Aquitaine
870001567;870001567 - HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;LE DORAT;Public;75 - Nouvelle-Aquitaine
870002516;870002516 - CTRE HOSPITAL MOYEN SEJOUR ST JUNIEN;SAINT JUNIEN;Public;75 - Nouvelle-Aquitaine
870003514;870003514 - HOPITAL JEAN REBEYROL LIMOGES;LIMOGES;Public;75 - Nouvelle-Aquitaine
870004231;870004231 - H A D SANTE SERVICE LIMOUSIN LIMOGES;LIMOGES;Privé non lucratif;75 - Nouvelle-Aquitaine
870005931;870005931 - UNITE SOINS LONGUE DUREE ST JUNIEN;SAINT JUNIEN;Public;75 - Nouvelle-Aquitaine
870006137;870006137 - CENTRE HOSPITALIER ESQUIROL;LIMOGES;Public;75 - Nouvelle-Aquitaine
870007358;870007358 - HOPITAL DE JOUR BAUDIN;LIMOGES;Privé non lucratif;75 - Nouvelle-Aquitaine
870008042;870008042 - USLD CHASTAINGT LIMOGES;LIMOGES;Public;75 - Nouvelle-Aquitaine
870009297;870009297 - CENTRE DE RADIOTHERAPIE CHENIEUX LGES;LIMOGES;Privé lucratif;75 - Nouvelle-Aquitaine
870010998;870010998 - CHU LIMOGES - ANTENNE SMUR ST YRIEIX;SAINT YRIEIX LA PERCHE;Public;75 - Nouvelle-Aquitaine
870014792;870014792 - UNITE DE DIALYSE LIMOGES SCHOELCHER;LIMOGES;Privé non lucratif;75 - Nouvelle-Aquitaine
870014859;870014859 - HOPITAL DE LA MERE ET DE L'ENFANT;LIMOGES;Public;75 - Nouvelle-Aquitaine
870016631;870016631 - CTRE PRISE EN CHARGE OBESITE;SAINT YRIEIX LA PERCHE;Privé non lucratif;75 - Nouvelle-Aquitaine
870017647;870017647 - CHU LIMOGES - ANTENNE SMUR ST JUNIEN;SAINT JUNIEN;Public;75 - Nouvelle-Aquitaine
870018256;870018256 - UNITE DIALYSE ST YRIEIX LA PERCHE;SAINT YRIEIX LA PERCHE;Privé non lucratif;75 - Nouvelle-Aquitaine
880000021;880000021 - CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;EPINAL;Public;44 - Grand Est
880000039;880000039 - CHI HMV - SITE GERARDMER;GERARDMER;Public;44 - Grand Est
880000047;880000047 - CHI HMV - SITE SAINT DIE DES VOSGES;SAINT DIE DES VOSGES;Public;44 - Grand Est
880000054;880000054 - CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;NEUFCHATEAU;Public;44 - Grand Est
880000062;880000062 - CENTRE HOSPITALIER DE REMIREMONT;REMIREMONT;Public;44 - Grand Est
880000070;880000070 - CHI DE L'OUEST VOSGIEN SITE DE VITTEL;VITTEL;Public;44 - Grand Est
880000088;880000088 - CENTRE HOSPITALIER DE RAVENEL;MIRECOURT;Public;44 - Grand Est
880000104;880000104 - HOPITAL DE L'AVISON - BRUYERES;BRUYERES;Public;44 - Grand Est
880000112;880000112 - CENTRE HOSPITALIER LES TROIS RIVIERES;CHATEL SUR MOSELLE;Public;44 - Grand Est
880000138;880000138 - HOPITAL SITE MATTAINCOURT;MATTAINCOURT;Public;44 - Grand Est
880000179;880000179 - CHI HMV - SITE FRAIZE;FRAIZE;Public;44 - Grand Est
880000203;880000203 - HOPITAL LE THILLOT;LE THILLOT;Public;44 - Grand Est
880000336;880000336 - CHI E. DURKHEIM - SITE DE GOLBEY;GOLBEY;Public;44 - Grand Est
880001458;880001458 - CENTRE D'AUTODIALYSE GERARDMER (ALTIR);GERARDMER;Privé non lucratif;44 - Grand Est
880001730;880001730 - CENTRE D'AUTODIALYSE DE VITTEL (ALTIR);VITTEL;Privé non lucratif;44 - Grand Est
880006606;880006606 - HAD KORIAN PAYS DES IMAGES;EPINAL;Privé lucratif;44 - Grand Est
880006663;880006663 - CHI E.DURKHEIM-MAISON DE SANTE ST JEAN;EPINAL;Public;44 - Grand Est
880006721;880006721 - HAD NEUFCHATEAU;NEUFCHATEAU;Privé lucratif;44 - Grand Est
880007653;880007653 - CENTRE UDM ET AUTODIALYSE EPINAL;EPINAL;Privé non lucratif;44 - Grand Est
880007752;880007752 - CHI HMV - ANTENNE SMUR;GERARDMER;Public;44 - Grand Est
880008529;880008529 - HOPITAL DE JOUR ADOLESCENTS - CSPA;EPINAL;Privé lucratif;44 - Grand Est
880009410;880009410 - CHI HMV SITE DES 5 VALLEES;MOYENMOUTIER;Public;44 - Grand Est
880780465;880780465 - MAISON D'ENFANTS  LA COMBE  - SENONES;SENONES;Privé non lucratif;44 - Grand Est
880780507;880780507 - MAISON DE REPOS ET CONVAL. LA LOUVIERE;SENONES;Privé lucratif;44 - Grand Est
880785548;880785548 - CENTRE D'AUTODIALYSE DE ST DIE (ALTIR);SAINT DIE DES VOSGES;Privé non lucratif;44 - Grand Est
880786637;880786637 - USLD DU CENTRE HOSPITALIER REMIREMONT;REMIREMONT;Public;44 - Grand Est
880786645;880786645 - CHI HMV - USLD FOUCHARUPT;SAINT DIE DES VOSGES;Public;44 - Grand Est
880788591;880788591 - POLYCLINIQUE LA LIGNE BLEUE;EPINAL;Privé lucratif;44 - Grand Est
890000169;890000169 - CLINIQUE PAUL PICQUET SENS;SENS;Privé lucratif;27 - Bourgogne-Franche-Comté
890000250;890000250 - UNITE DE SOINS AUGUSTA PRIAULT CRF;MIGENNES;Privé non lucratif;27 - Bourgogne-Franche-Comté
890000292;890000292 - CLINIQUE DU SENONAIS;SENS;Privé lucratif;27 - Bourgogne-Franche-Comté
890000300;890000300 - AIHP CENTRE ARMANCON;MIGENNES;Privé non lucratif;27 - Bourgogne-Franche-Comté
890000318;890000318 - ETAB SOINS DE SUITE LE PETIT PIEN;MONETEAU;Privé lucratif;27 - Bourgogne-Franche-Comté
890002298;890002298 - CLINIQUE DE REGENNES;APPOIGNY;Privé lucratif;27 - Bourgogne-Franche-Comté
890002371;890002371 - CLINIQUE KER YONNEC;CHAMPIGNY;Privé lucratif;27 - Bourgogne-Franche-Comté
890002389;890002389 - POLYCLINIQUE STE MARGUERITE AUXERRE;AUXERRE;Privé lucratif;27 - Bourgogne-Franche-Comté
890003130;890003130 - UNITE DE DIALYSE DE SENS;SENS;Privé non lucratif;27 - Bourgogne-Franche-Comté
890008295;890008295 - UNITE DE DIALYSE D'AUXERRE;AUXERRE;Privé non lucratif;27 - Bourgogne-Franche-Comté
890008956;890008956 - INSTITUT DE CANCEROLOGIE DE BOURGOGNE;AUXERRE;Privé lucratif;27 - Bourgogne-Franche-Comté
890009178;890009178 - HAD SUD YONNE ET BOURGOGNE NIVERNAISE;AUXERRE;Privé lucratif;27 - Bourgogne-Franche-Comté
890971583;890971583 - USLD DU CH JOIGNY;JOIGNY;Public;27 - Bourgogne-Franche-Comté
890972862;890972862 - ANTENNE DIALYSE D'AUXERRE;AUXERRE;Privé non lucratif;27 - Bourgogne-Franche-Comté
890973258;890973258 - MOYEN SEJOUR CH SENS;SENS;Public;27 - Bourgogne-Franche-Comté
890973431;890973431 - ANTENNE DIALYSE DE SENS;SENS;Privé non lucratif;27 - Bourgogne-Franche-Comté
890975519;890975519 - CTRE HOSPITALIER SPECIALISE AUXERRE;AUXERRE;Public;27 - Bourgogne-Franche-Comté
890975527;890975527 - CH AUXERRE;AUXERRE;Public;27 - Bourgogne-Franche-Comté
890975535;890975535 - CH AVALLON;AVALLON;Public;27 - Bourgogne-Franche-Comté
890975543;890975543 - CH JOIGNY;JOIGNY;Public;27 - Bourgogne-Franche-Comté
890975550;890975550 - CH SENS;SENS;Public;27 - Bourgogne-Franche-Comté
890975568;890975568 - CENTRE HOSPITALIER DU TONNERROIS;TONNERRE;Public;27 - Bourgogne-Franche-Comté
900000035;900000035 - HOPITAL PRIVE DE LA MIOTTE;BELFORT;Privé lucratif;27 - Bourgogne-Franche-Comté
900000647;900000647 - CHSLD LE CHENOIS;BAVILLIERS;Public;27 - Bourgogne-Franche-Comté
900001728;900001728 - UNITE DE DIALYSE DE BELFORT;BELFORT;Privé non lucratif;27 - Bourgogne-Franche-Comté
900002429;900002429 - CHS ST REMY ET NFC CENTRE PIERRE ENGEL;BAVILLIERS;Privé non lucratif;27 - Bourgogne-Franche-Comté
900003039;900003039 - HNFC SITE TREVENANS;TREVENANS;Public;27 - Bourgogne-Franche-Comté
900003070;900003070 - SSR SITE PIERRE ENGEL HNFC BAVILLIERS;BAVILLIERS;Public;27 - Bourgogne-Franche-Comté
910000199;910000199 - CENTRE DE RADIOTHERAPIE DE RIS ORANGIS;RIS ORANGIS;Privé lucratif;11 - Ile-de-France
910000272;910000272 - CH D ARPAJON;ARPAJON;Public;11 - Ile-de-France
910000280;910000280 - CH DOURDAN ETAMPES SITE DOURDAN;DOURDAN;Public;11 - Ile-de-France
910000298;910000298 - CENTRE HOSPITALIER DE LONGJUMEAU;LONGJUMEAU;Public;11 - Ile-de-France
910000306;910000306 - CH D ORSAY;ORSAY;Public;11 - Ile-de-France
910000314;910000314 - CH SUD FRANCILIEN;CORBEIL ESSONNES;Public;11 - Ile-de-France
910000330;910000330 - CHS BARTHELEMY DURAND;ETAMPES;Public;11 - Ile-de-France
910001973;910001973 - CH DOURDAN ETAMPES SITE ETAMPES;ETAMPES;Public;11 - Ile-de-France
910002609;910002609 - CENTRE D HEMODIALYSE D ATHIS MONS;ATHIS MONS;Privé lucratif;11 - Ile-de-France
910005057;910005057 - UNITE D AUTODIALYSE GEORGES LAURE;DRAVEIL;Privé lucratif;11 - Ile-de-France
910008028;910008028 - ANGIO SCE INTERCLINQUE IMAGERIE-MASSY;MASSY;Privé lucratif;11 - Ile-de-France
910009349;910009349 - CENTRE D HEMODIALYSE D ETAMPES;ETAMPES;Privé lucratif;11 - Ile-de-France
910009919;910009919 - CTRE REEDUCATION FONCTIONNELLE EVRY;EVRY COURCOURONNES;Privé lucratif;11 - Ile-de-France
910015965;910015965 - CLINIQUE LE MOULIN DE VIRY;VIRY CHATILLON;Privé lucratif;11 - Ile-de-France
910018423;910018423 - CENTRE HOSPITALIER DE JUVISY SUR ORGE;JUVISY SUR ORGE;Public;11 - Ile-de-France
910020254;910020254 - CH SUD FRANCILIEN SITE JEAN JAURES;CORBEIL ESSONNES;Public;11 - Ile-de-France
910022037;910022037 - UDM NEPHROCARE ILE DE FRANCE;DOURDAN;Privé lucratif;11 - Ile-de-France
910022888;910022888 - ANGIO SCE INTERCLINIQUE IMAGERIE-QUINC;QUINCY SOUS SENART;Privé lucratif;11 - Ile-de-France
910023407;910023407 - CLINALLIANCE ETAMPES;ETAMPES;Privé lucratif;11 - Ile-de-France
910023654;910023654 - SMR HDJ CLINALLIANCE CLUSTER;MASSY;Privé lucratif;11 - Ile-de-France
910025121;910025121 - CLINIQUE LA CLOSERIE DE BRUNOY USLD;BRUNOY;Privé lucratif;11 - Ile-de-France
910025410;910025410 - HAD DE L'ESSONNE INICEA;JUVISY SUR ORGE;Privé lucratif;11 - Ile-de-France
910026780;910026780 - HOPITAL PARIS-SACLAY;ORSAY;Public;11 - Ile-de-France
910026921;910026921 - HDJ ENDOCRINOLOGIE DIABETOLOGIE CHSF;RIS ORANGIS;Public;11 - Ile-de-France
910100015;910100015 - HU HENRI MONDOR SITE CLEMENCEAU APHP;CHAMPCUEIL;Public;11 - Ile-de-France
910100031;910100031 - GHU APHP HM SITE DUPUYTREN;DRAVEIL;Public;11 - Ile-de-France
910110071;910110071 - CH D'ORSAY DOMAINE DU GRAND MESNIL;BURES SUR YVETTE;Public;11 - Ile-de-France
910140037;910140037 - HOPITAL PSYCHIATRIQUE L'EAU VIVE;SOISY SUR SEINE;Privé non lucratif;11 - Ile-de-France
910150010;910150010 - CH FREDERIC HENRI MANHES;FLEURY MEROGIS;Privé non lucratif;11 - Ile-de-France
910150028;910150028 - CENTRE HOSPITALIER DE BLIGNY;BRIIS SOUS FORGES;Privé non lucratif;11 - Ile-de-France
910150069;910150069 - HOP PRIVE GERIAT LES MAGNOLIAS;BALLAINVILLIERS;Privé non lucratif;11 - Ile-de-France
910150077;910150077 - CLINIQUE FSEF VARENNES JARCY;VARENNES JARCY;Privé non lucratif;11 - Ile-de-France
910150085;910150085 - GH LES CHEMINOTS SOINS DE SUITE;DRAVEIL;Privé non lucratif;11 - Ile-de-France
910300011;910300011 - HOP DE PARIS ESSONNE LES CHARMILLES;ARPAJON;Privé lucratif;11 - Ile-de-France
910300045;910300045 - CLINIQUE MEDICALE JARDINS DE BRUNOY;BRUNOY;Privé lucratif;11 - Ile-de-France
910300060;910300060 - CLINIQUE GERIATRIQUE LES VALLEES;BRUNOY;Privé lucratif;11 - Ile-de-France
910300144;910300144 - CMCO D EVRY;EVRY COURCOURONNES;Privé lucratif;11 - Ile-de-France
910300151;910300151 - CTRE DE REEDUC L'OBSERVATOIRE - INICEA;JUVISY SUR ORGE;Privé lucratif;11 - Ile-de-France
910300177;910300177 - CLINIQUE DE L YVETTE;LONGJUMEAU;Privé lucratif;11 - Ile-de-France
910300219;910300219 - HOPITAL PRIVE JACQUES CARTIER;MASSY;Privé lucratif;11 - Ile-de-France
910300235;910300235 - CLINIQUE KORIAN LA MARETTE INICEA;SACLAS;Privé lucratif;11 - Ile-de-France
910300276;910300276 - CLINIQUE MEDICALE DE VILLIERS SUR ORGE;VILLIERS SUR ORGE;Privé lucratif;11 - Ile-de-France
910300300;910300300 - HOPITAL PRIVE DU VAL D YERRES;YERRES;Privé lucratif;11 - Ile-de-France
910300326;910300326 - CLINIQUE PASTEUR;RIS ORANGIS;Privé lucratif;11 - Ile-de-France
910300359;910300359 - HOPITAL PRIVE D ATHIS MONS;ATHIS MONS;Privé lucratif;11 - Ile-de-France
910310028;910310028 - CLINIQUE DU CHATEAU DE VILLEBOUZIN;LONGPONT SUR ORGE;Privé lucratif;11 - Ile-de-France
910500040;910500040 - GH LES CHEMINOTS CENTRE MOYEN SEJOUR;RIS ORANGIS;Privé non lucratif;11 - Ile-de-France
910800986;910800986 - MAISON DE CURE DE L YVETTE;ORSAY;Public;11 - Ile-de-France
910803543;910803543 - HOPITAL PRIVE CLAUDE GALIEN;QUINCY SOUS SENART;Privé lucratif;11 - Ile-de-France
910805357;910805357 - CLINIQUE DE L ESSONNE;EVRY COURCOURONNES;Privé lucratif;11 - Ile-de-France
910811322;910811322 - ETABLISSEMENT DE SANTE LA MARTINIERE;SACLAY;Privé non lucratif;11 - Ile-de-France
910813732;910813732 - CLCC DE PROTONTHERAPIE ORSAY;ORSAY;Privé non lucratif;11 - Ile-de-France
910813963;910813963 - UNITE D AUTODIALYSE DE BIEVRES;BIEVRES;Privé lucratif;11 - Ile-de-France
910814144;910814144 - UNITE DE DIALYSE AURA CORBEIL;CORBEIL ESSONNES;Privé non lucratif;11 - Ile-de-France
920000460;920000460 - CLCC RENE HUGUENIN INSTITUT CURIE;SAINT CLOUD;Privé non lucratif;11 - Ile-de-France
920000569;920000569 - CH RIVES DE SEINE SITE COURBEVOIE;COURBEVOIE;Public;11 - Ile-de-France
920000577;920000577 - CH DE NANTERRE;NANTERRE;Public;11 - Ile-de-France
920000585;920000585 - CH RIVES DE SEINE SITE NEUILLY S/SEINE;NEUILLY SUR SEINE;Public;11 - Ile-de-France
920000593;920000593 - CH RIVES DE SEINE SITE DE PUTEAUX;PUTEAUX;Public;11 - Ile-de-France
920000601;920000601 - CH DEPARTEMENTAL DE STELL;RUEIL MALMAISON;Public;11 - Ile-de-France
920000619;920000619 - CH DES QUATRE VILLES SITE ST CLOUD;SAINT CLOUD;Public;11 - Ile-de-France
920000627;920000627 - CH DES QUATRE VILLES SITE SEVRES;SEVRES;Public;11 - Ile-de-France
920000635;920000635 - HOPITAL SUISSE DE PARIS;ISSY LES MOULINEAUX;Privé non lucratif;11 - Ile-de-France
920000643;920000643 - HOPITAL FRANCO BRITANNIQUE - FCJ;LEVALLOIS PERRET;Privé non lucratif;11 - Ile-de-France
920000650;920000650 - HOPITAL FOCH;SURESNES;Privé non lucratif;11 - Ile-de-France
920000684;920000684 - HOPITAL MARIE LANNELONGUE;LE PLESSIS ROBINSON;Privé non lucratif;11 - Ile-de-France
920001096;920001096 - SAS MAISON DE SANTE BELLEVUE;PUTEAUX;Privé lucratif;11 - Ile-de-France
920001369;920001369 - SSR FONDATION ROGUET;CLICHY;Public;11 - Ile-de-France
920002177;920002177 - CHS PUBLIC DE SANTE ERASME;ANTONY;Public;11 - Ile-de-France
920004058;920004058 - CLINIQUE MONTEVIDEO;CLAMART;Privé lucratif;11 - Ile-de-France
920004959;920004959 - UNITE D AUTODIALYSE DE NANTERRE;NANTERRE;Privé lucratif;11 - Ile-de-France
920005238;920005238 - CLINIQUE DU PONT DE SEVRES;BOULOGNE BILLANCOURT;Privé lucratif;11 - Ile-de-France
920007408;920007408 - CHS ROGER PREVOT DE NANTERRE;NANTERRE;Public;11 - Ile-de-France
920007549;920007549 - MAISON DE SANTE DE ROCHEBRUNE;GARCHES;Privé lucratif;11 - Ile-de-France
920014099;920014099 - CRF PARIS NORD;ASNIERES SUR SEINE;Privé lucratif;11 - Ile-de-France
920016698;920016698 - CMPR DU SUD PARISIEN CHATILLON;CHATILLON;Privé non lucratif;11 - Ile-de-France
920022704;920022704 - CENTRE D AUTODIALYSE DE BOIS COLOMBES;BOIS COLOMBES;Privé lucratif;11 - Ile-de-France
920024205;920024205 - SSR LES ABONDANCES;BOULOGNE BILLANCOURT;Public;11 - Ile-de-France
920024718;920024718 - CTRE DE CANCEROLOGIE DE CHARLEBOURG;LA GARENNE COLOMBES;Privé lucratif;11 - Ile-de-France
920025210;920025210 - UNITE DIALYSE AURA CHATILLON S/SEINE;CHATILLON;Privé non lucratif;11 - Ile-de-France
920027711;920027711 - CHS PAUL GUIRAUD SITE CLAMART;CLAMART;Public;11 - Ile-de-France
920028917;920028917 - INSTITUT DE RADIOTHERAPIE HARTMANN;LEVALLOIS PERRET;Privé lucratif;11 - Ile-de-France
920029550;920029550 - CMC AMBROISE PARE HARTMANN SITE 48 TER;NEUILLY SUR SEINE;Privé lucratif;11 - Ile-de-France
920033479;920033479 - POLE AUTONOMIE-DIALYSE A DOMICILE PADD;MONTROUGE;Privé non lucratif;11 - Ile-de-France
920039674;920039674 - SAS CLINIQUE DU DAUPHINE;PUTEAUX;Privé lucratif;11 - Ile-de-France
920100013;920100013 - GHU APHP UPS SITE AMBROISE PARE;BOULOGNE BILLANCOURT;Public;11 - Ile-de-France
920100021;920100021 - GHU APHP UPS SITE ANTOINE BECLERE;CLAMART;Public;11 - Ile-de-France
920100039;920100039 - GHU APHP NUP SITE BEAUJON;CLICHY;Public;11 - Ile-de-France
920100047;920100047 - GHU APHP NUP SITE LOUIS MOURIER;COLOMBES;Public;11 - Ile-de-France
920100054;920100054 - GHU APHP UPS SITE RAYMOND POINCARE;GARCHES;Public;11 - Ile-de-France
920100062;920100062 - GHU APHP CUP SITE CELTON;ISSY LES MOULINEAUX;Public;11 - Ile-de-France
920120011;920120011 - HOPITAL INSTRUCTION DES ARMEES PERCY;CLAMART;Public;11 - Ile-de-France
920140019;920140019 - CTRE DE SANTE MENTALE DE RUEIL MGEN;RUEIL MALMAISON;Privé non lucratif;11 - Ile-de-France
920140027;920140027 - CLINIQUE FSEF SCEAUX;SCEAUX;Privé non lucratif;11 - Ile-de-France
920150018;920150018 - HOPITAL GOUIN A CLICHY;CLICHY;Privé non lucratif;11 - Ile-de-France
920150075;920150075 - HOPITAL LA CITE DES FLEURS;COURBEVOIE;Privé non lucratif;11 - Ile-de-France
920170024;920170024 - CENTRE DENISE CROISSANT;CHATENAY MALABRY;Privé non lucratif;11 - Ile-de-France
920170081;920170081 - HDJ ATELIER THERAP ELAN RETROUVE;COLOMBES;Privé non lucratif;11 - Ile-de-France
920170115;920170115 - CENTRE DU PARC DE SAINT CLOUD AVRAY;VILLE D AVRAY;Privé non lucratif;11 - Ile-de-France
920300043;920300043 - HOPITAL PRIVE D ANTONY;ANTONY;Privé lucratif;11 - Ile-de-France
920300183;920300183 - CENTRE CHIRURGICAL DES PRINCES;BOULOGNE BILLANCOURT;Privé lucratif;11 - Ile-de-France
920300191;920300191 - CLINIQUE MARCEL SEMBAT CCBB;BOULOGNE BILLANCOURT;Privé lucratif;11 - Ile-de-France
920300258;920300258 - CLINIQUE DE CHATILLON;CHATILLON;Privé lucratif;11 - Ile-de-France
920300266;920300266 - CLINIQUE DU PLATEAU;CLAMART;Privé lucratif;11 - Ile-de-France
920300381;920300381 - CLINALLIANCE FONTENAY AUX ROSES;FONTENAY AUX ROSES;Privé lucratif;11 - Ile-de-France
920300415;920300415 - HOPITAL PRIVE LA MONTAGNE LAMBERT;LA GARENNE COLOMBES;Privé lucratif;11 - Ile-de-France
