finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_E1,CI_E2,CI_E3,CI_E4_v2,CI_E5,CI_E6,CI_E7_v2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_F18_D,CI_F18_O,CI_F19_D,CI_F19_O,CI_F20_D,CI_F20_O,CI_F21_D,CI_F21_O,CI_F22_D,CI_F22_O,CI_F23_D,CI_F23_O,CI_F24_D,CI_F24_O,CI_F25_D,CI_F25_O,CI_F26_D,CI_F26_O,CI_F27_D,CI_F27_O,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P12_bis,P13,P14,P15,P16,RH1,RH2,RH3,RH4,RH5,RH6,RH7,RH8,RH9,RH10
250000452,CHIC DE HAUTE-COMTÉ,DGF,TAA-HP,CH,T3,M2,C3,O3,"         6,9","        0,89","        8,48",,,"        56,9","        79,6","        85,6","        45,6",         104,,           5,,           7,          30,          10,          28,           1,        6790,        1994,        1236,        2764,        2791,         318,        2150,           0,           0,        1184,        1087,        4622,,        2007,         109,           1,           1,,,           5,           2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 6,Cataracte : 687,Arthroscopie du genou : 48,Hernie enfant : 2,RTU prostate : 113,Hernie adulte y compris coelioscopie : 271,Cataractes : 687,"Chirurgies main, poignet : 480",Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 388,Hernies : 298,Chirurgies appareil génital masculin : 290,affections médicales du nouveau né : 1118,Infections respiratoires : 774,Endoscopies digestives avec ou sans anesthésie : 574,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 553,Autres gastroentérites et maladies diverses du tube digestif : 420,"       72,39","       36,57","        9,54","        6,57","        5,16","      758,03","       94,38","      494,62","        6,02","       34,68","      128,33","       0,957","       1,019","       0,918",,,,,,      259084,"       15,73","       79,48","       58,38","       64,69","       92,15","       127,8","         1,2",,          35,"     16456,5","    105583,6","        31,6","         1,7",           5,,"         8,7","        16,4",
250000460,CHS NOVILLARS,DGF,TAA,CH,T1,M1,,,           0,           0,           0,,,           0,          91,,,           8,,,,,,,,,          56,           0,           0,           1,           0,           0,           0,           0,           0,           0,           0,           0,,           0,           2,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,,,,,,Toxicomanies et alcoolisme : 56,"Névroses, psychoses et autres troubles mentaux : 1",,,,"       41,91","        6,01",,,,"      657,73","       62,01","      499,93","       21,27","        7,98","       66,54","       1,533",,,,,,,,                                      .c,,,,,,,,,           0,,,"        15,6",,,,,,
250000478,CH SAINT LOUIS ORNANS,DGF,HP,CH,T1,M1,C0,,"        15,1","        1,16","       48,84",,,"         1,2",          40,,,           6,,,,           0,           0,           0,           0,           0,          81,           5,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,,           0,          14,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Traumatismes du bassin et des membres : 5,,,,,Signes et symptômes : 16,Maladies virales et fièvres d'origine inconnue : 13,Infections respiratoires : 12,"Névroses, psychoses et autres troubles mentaux : 6",Soins palliatifs : 5,"        2,35","        1,27",,,,"      146,53","       14,31","      110,78","         6,2","        1,36","       13,88","       1,019","       1,021",,,,,,,                                      .c,,,           0,,,                                      .c,"        14,3",,,,,,,,,,,
250011848,POLYCLINIQUE DE FRANCHE COMTE,OQN,TAA,CLI,T3,M2,C4,O2,"         8,5","        0,03","        1,01",,,           0,"        40,3",          46,"        41,5",           6,           0,           6,           0,          10,          41,          28,          24,           0,        1342,        2596,        1032,        4142,        8295,         143,        1288,           0,           0,         245,         979,       10939,,        4432,          42,           2,           2,,,           8,           2,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 201,Cataracte : 2198,Arthroscopie du genou : 168,Hernie enfant : 0,RTU prostate : 166,Hernie adulte y compris coelioscopie : 369,Cataractes : 2199,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 886,Chirurgies utérus / annexes : 814,Autres chirurgies gynécologiques autres que le sein : 662,Chirurgies rectum/anus (hors résections) : 625,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 1769,Endoscopies digestives avec ou sans anesthésie : 1364,affections médicales du nouveau né : 948,Signes et symptômes : 277,"Endoscopies génito-urinaires, avec ou sans anesthésie : 214","        58,2","        10,9","        25,5",          11,           9,"      243,31","       32,62","      176,55",,"       18,25","       15,89","       0,816","       0,707","       0,862",,,,,,      479798,"       17,57","       81,29","       76,56","       76,58","       95,34","       141,5",,,          34,"     56925,3","    108422,5","        13,5","         0,7","         2,2",,                                      .z,                                      .z,                                      .z
260000021,CH VALENCE,DGF,TAA,CH,T4,M4,C3,O4,"        12,3","        1,91","       10,01",           0,"        0,08","        57,6","        92,4","        94,2","        85,4",         364,          21,          15,          16,          64,         105,          25,          42,           1,       19304,        6300,        3283,        7980,        4828,         633,        8629,           0,           0,        3932,        2671,       10314,,        3618,         146,           3,           3,           1,           3,          10,           2,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 64,Cataracte : 1411,Arthroscopie du genou : 91,Hernie enfant : 100,RTU prostate : 125,Hernie adulte y compris coelioscopie : 268,Cataractes : 1332,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 832,Hernies : 571,"Chirurgies transurétrales, autres : 524",Intervention  peau et tissu sous-cutané : 510,affections médicales du nouveau né : 2547,Infections respiratoires : 1424,Cathétérismes thérapeutiques vasculaires et coronariens avec endoprothèse ou prothèses cardiaques : 1403,Cathéthérismes diagnostiques vasculaires et coronariens : 1151,Signes et symptômes : 1033,"      230,57","      146,41","       30,19","        18,4","       11,44","     2122,63","      311,56","     1382,69","       17,87","      138,45","      272,06","       1,097","       1,113","       0,948",,,,,,      323181,"       23,81","       71,74","       43,39",          47,"       76,97","        87,8","         5,8",,          37,"     16861,7","     79251,6","        27,1","         1,7","         5,3",,"         7,4","        13,1",
260000047,GROUPEMENT HOSPITALIER PORTES DE PROVENCE,DGF,TAA,CH,T3,M3,C2,O4,          12,"        1,03","       12,93",           0,"        0,03","        54,3",          92,"       102,1","        74,1",         192,,           6,          12,          10,          46,          10,          37,           0,       11906,        2872,        2331,        3073,        1769,         533,        5887,       15563,           0,        1975,        1965,        4456,,        2629,         113,           2,           2,,,           6,           2,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 62,Cataracte : 280,Arthroscopie du genou : 17,Hernie enfant : 0,RTU prostate : 90,Hernie adulte y compris coelioscopie : 165,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 387,"Chirurgies transurétrales, autres : 324",Cataractes : 280,Trauma crâniens : 248,Hernies : 239,affections médicales du nouveau né : 2015,Infections respiratoires : 1212,Endoscopies digestives avec ou sans anesthésie : 574,Autres gastroentérites et maladies diverses du tube digestif : 531,Symptômes digestifs : 508,"      148,33","       95,47","       15,13","       13,05","       10,32","     1318,77","       186,6","      877,95","       11,02","       85,64","      157,56","        1,04","       1,108","       1,038",,,,,,      231025,"       21,88","        75,7","       38,12","       47,82","       71,65","        80,4","        32,1",,          38,"     11271,5","     67836,4","        26,3","         1,4",           4,,"         8,8","        11,2",
260000054,CH CREST,DGF,TAA,CH,T1,M1,C2,,"         7,5","        0,64","        8,61",,,          61,"        70,2",,           0,          38,,,,           1,,          12,           1,,        1058,          96,           0,        1050,        1502,          46,          69,           0,           0,         214,           0,        1434,,         241,          36,,,,,           1,           0,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 821,Arthroscopie du genou : 37,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 10,Cataractes : 823,Chirurgie de la cheville ou du pied : 145,"Chirurgies main, poignet : 90",Autres chirurgies ophtalmo : 70,Intervention  peau et tissu sous-cutané : 65,"Autres séj. sans acte, avec anesthésie, en ambulatoire (Aff. myéloP., peau, sein..) : 469",Infections respiratoires : 170,Endoscopies digestives avec ou sans anesthésie : 125,Affections Cavité buccale et dents : 120,Soins palliatifs : 98,"       26,58","       20,51",           1,"        0,82",,"      233,77","       35,79","      135,29","        5,36","       14,85","       42,48","       1,145","       1,249",,,,,,,      311438,,,"       93,99","       99,74",         100,"        56,9","         4,6",,           0,"     24170,5",      219590,"        13,2","         3,6",,,,"        12,2",
260000088,CH NYONS,DGF,HP,CH,T1,M1,C0,,"        26,3",           0,"       44,74",,,           0,          12,,,          10,,,,,,,,,          34,           3,           0,           1,           0,           0,           0,           0,           0,           3,           0,           0,,           0,          13,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,"Chirurgie Fractures, entorses, luxations, tractions : 3",,,,,Signes et symptômes : 7,Autres affections du système nerveux : 5,Maladies virales et fièvres d'origine inconnue : 3,Soins palliatifs : 3,Maladies osseuses et arthropathies : 2,"        2,21","         1,6",,,,"       51,94","        5,04","       32,63","         0,3","        1,41","       12,56","       1,259","       1,263",,,,,,,                                      .c,,,           0,,,                                      .c,"         6,2",,,,,"        23,8",,,,,,
260000096,CH BUIS LES BARONNIES,DGF,HP,CH,T1,M1,C0,,"        22,5","        3,88","       35,66",,,           0,"        51,8",,,           6,,,,,,,,,         109,           9,           0,          11,           0,           0,           0,           0,           0,           0,           0,           0,,           0,          24,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Traumatismes du bassin et des membres : 4,Intervention  peau et tissu sous-cutané : 3,"Occlusions, sub-occlusions digestives : 2",,,Signes et symptômes : 29,Infections respiratoires : 12,Soins palliatifs : 12,"Cardiopathies, valvulopathies : 7","Autres affections reins, voies urinaires : 6","        0,33","        0,12",,,,"       46,72","        3,86","       29,98","         0,7","        0,19","       11,99","       1,086","        0,56",,,,,,,                                      .c,,,           0,,,                                      .c,"         0,7",,,,,"        21,2",,,,,,
260000104,CH DU DIOIS,DGF,TAA,CH,T1,M1,C1,,"         8,6","        0,96","       23,06",,,"        74,7","        52,4",,,          26,           0,,           0,,,,,,         629,          71,           0,         355,          62,          28,           0,           0,           0,          32,           0,           2,,          13,          56,           1,,,,,           0,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Traumatismes du bassin et des membres : 47,Trauma crâniens : 31,Intervention  peau et tissu sous-cutané : 29,"Occlusions, sub-occlusions digestives : 8","Chirurgie Fractures, entorses, luxations, tractions : 8",Infections respiratoires : 105,Cardiologie autres : 67,"Infections reins et voies urinaires, lithiases : 62","Cardiopathies, valvulopathies : 55",Symptômes digestifs : 43,"        8,21","        6,81",,,,"      129,13","       22,52","       69,91","        3,38","       12,34","       20,98","       1,048","       0,971",,,,,,,                                      .c,,,"       46,62","       96,67",,                                      .c,"         0,7",,           0,,,"        55,5",,,,"        11,3","        37,5",
